"filename","spk","male","class","ldur","vdur","dur","f0_s1","f0_s2","F12_s1","F12_s2"
"lianaAM5","AM",FALSE,"h",66,201,267,-5.9424914998956,2.09346238970433,8.43861439451177,0.799238174628091
"lianabAM1","AM",FALSE,"h",75,218,293,-6.10907337235186,4.01129719420409,7.71886941693844,-0.642002771269846
"lianabAM2","AM",FALSE,"h",59,211,270,-3.33101983549011,2.60107506895903,8.28174033447289,-1.42165436530741
"lianabAM3","AM",FALSE,"h",73,174,247,-4.24261654192407,-1.02274143626872,4.2319039449968,-1.40715349804702
"lianabAM4","AM",FALSE,"h",70,213,283,-5.93767546573133,2.73638206509976,7.6399510576251,3.34503256141978
"lianabAM5","AM",FALSE,"h",72,180,252,-7.10594364481336,-0.478881679909637,6.45295120443935,-2.17109202571027
"lianabCP1","CP",FALSE,"h",63,156,219,-8.79057412099116,12.6482032460724,1.01888129049487,-1.62059141038373
"lianabCP2","CP",FALSE,"h",70,167,237,-8.65758736042405,1.29253954140065,1.76802335111978,-0.192027861992042
"lianabCP3","CP",FALSE,"h",60,166,226,-8.45824307484388,6.87878112002053,-0.868430329309945,-3.1814601882738
"lianabCP4","CP",FALSE,"h",64,150,214,-8.38179449051058,2.82461084536656,-2.0339295314909,-1.2126486732188
"lianabCP5","CP",FALSE,"h",69,181,250,-9.40662943303817,7.11156063557752,2.52244269208858,-1.98606462362369
"lianabMC1","MC",TRUE,"h",60,128,188,4.68885838303485,-3.19694021909427,-3.96871431846734,2.04449772885966
"lianabMC2","MC",TRUE,"h",67,167,234,6.58805185762913,0.338135567559316,2.60276604337998,1.14677561019939
"lianabMC3","MC",TRUE,"h",64,153,217,2.35914166319297,0.887346563332464,3.27785238475796,3.48690093978585
"lianabMC4","MC",TRUE,"h",54,164,218,-7.64995017702149,4.31317950509797,3.55823778704829,5.13780554220097
"lianabMC5","MC",TRUE,"h",53,157,210,-8.29673490172124,2.81491039119943,1.14235688053569,2.95457698555552
"lianabMM1","MM",FALSE,"h",61,186,247,14.489828335336,10.8051720853624,4.06116506119859,2.10239058926521
"lianabMM2","MM",FALSE,"h",66,180,246,16.4058036036445,11.5576275148151,7.91087988402861,1.61512273932081
"lianabMM3","MM",FALSE,"h",57,188,245,13.1675738054925,4.70457015555261,6.88472183765588,3.43738680445432
"lianabMM4","MM",FALSE,"h",65,170,235,21.6775323304728,10.4362353078364,4.66318708971671,3.24246121867603
"lianabMM5","MM",FALSE,"h",71,117,188,16.5022134102612,14.4114269675855,-11.9225088455914,7.52744370375246
"lianabMS1","MS",TRUE,"h",60,228,288,12.476292382597,11.468763805605,5.03159467553354,1.51532844805465
"lianabMS2","MS",TRUE,"h",68,176,244,17.2742680700397,5.63125398165144,1.82817055484171,1.38932741776756
"lianabMS3","MS",TRUE,"h",89,178,267,13.9891529955821,7.29152855077948,1.7176327209513,1.09220425250581
"lianabMS4","MS",TRUE,"h",75,164,239,5.24077760057086,7.48979465453606,2.5132593591601,0.934779047470628
"lianabMS5","MS",TRUE,"h",73,186,259,5.29069729138342,11.105397298256,4.70651982601576,0.3560806899397
"lianacAM1","AM",FALSE,"h",64,190,254,-6.00999122953739,3.89258469535651,6.69793227990627,-0.779852336421134
"lianacAM2","AM",FALSE,"h",79,166,245,-1.65950181333734,-2.4079938804178,3.60417286270758,-0.354425977062753
"lianacAM3","AM",FALSE,"h",74,167,241,-5.42682379472053,-1.46046624354957,3.75090857661262,-0.539915402954749
"lianacAM4","AM",FALSE,"h",59,176,235,-7.54574110926682,0.308350326133302,5.8661025975816,0.558009554373823
"lianacAM5","AM",FALSE,"h",64,188,252,-10.5792662693503,2.55903045950009,5.60737454469933,-1.00646522112807
"lianacCP1","CP",FALSE,"h",62,172,234,-12.7435133152199,7.52545344588863,1.31215446872365,-0.85001652606093
"lianacCP2","CP",FALSE,"h",65,170,235,-9.04377681824055,6.35875404292785,0.806942128610289,-1.76554319954774
"lianacCP3","CP",FALSE,"h",62,175,237,-9.69435995173954,5.91707354474865,1.8034328254466,-0.556040210972664
"lianacCP4","CP",FALSE,"h",69,178,247,-7.71478841145985,7.58454954679125,4.18459875653726,-0.427095239634603
"lianacCP5","CP",FALSE,"h",72,181,253,-9.85380412359735,8.71101861919439,4.18071658332686,0.152774936261079
"lianacMC1","MC",TRUE,"h",54,154,208,-2.7506278513965,7.69529574496194,1.29442110546054,4.18079908966613
"lianacMC2","MC",TRUE,"h",70,174,244,0.201189437644794,2.29495339386212,4.44266612398534,4.11774199755528
"lianacMC3","MC",TRUE,"h",53,173,226,8.55567472650112,14.8733696542222,5.27585222742247,2.42480206852748
"lianacMC4","MC",TRUE,"h",57,151,208,-0.758325078276959,2.12754169314769,3.35279134515208,1.55374138805848
"lianacMC5","MC",TRUE,"h",47,149,196,-5.86941611850403,3.97739545634211,1.05056561510434,2.72289117465051
"lianacMM2","MM",FALSE,"h",66,210,276,18.0030179787265,13.9282441547546,6.9384838642197,3.46984305804356
"lianacMM3","MM",FALSE,"h",68,210,278,17.3894044319063,12.7273664334527,8.32360493023298,3.51500942562119
"lianacMM4","MM",FALSE,"h",63,212,275,9.95867565756786,12.7724094701208,8.01112443765961,2.34377638265851
"lianacMM5","MM",FALSE,"h",70,212,282,13.5125913550116,13.4951762937452,7.80169920443046,5.35397379696563
"lianacMS1","MS",TRUE,"h",74,181,255,12.6005811157285,6.46697791547298,2.71379014708896,1.40580873877563
"lianacMS2","MS",TRUE,"h",60,202,262,11.2589503034115,7.28917696489992,3.75219985284601,-1.69610170973492
"lianacMS3","MS",TRUE,"h",76,191,267,11.3904610669036,7.27208649596907,4.81381513317179,-0.133692843343935
"lianacMS4","MS",TRUE,"h",67,198,265,13.6950828394012,3.59060743069944,2.17504083555672,0.913573688378386
"lianacMS5","MS",TRUE,"h",77,198,275,7.14656413987294,14.4864889881597,4.92998478942263,0.246714170465583
"lianaCP1","CP",FALSE,"h",65,210,275,-7.89800203360734,13.0852900178012,4.54382305310834,-1.42422439812449
"lianaCP2","CP",FALSE,"h",56,211,267,-9.23523394610002,8.41566279051811,4.25802465917663,-3.34166357812135
"lianaCP3","CP",FALSE,"h",76,195,271,-5.81194164639993,8.93006921661515,1.29169550379755,-3.44899250570978
"lianaCP4","CP",FALSE,"h",56,181,237,-12.0120021357642,4.68120765990034,1.38401886711833,-1.60619631460792
"lianaCP5","CP",FALSE,"h",64,180,244,-3.72622039614838,9.58251901477259,1.64222943435402,-0.637309182267614
"lianadAM2","AM",FALSE,"h",67,185,252,-2.742049960372,0.11737682580167,5.0729580426943,-1.51080106432424
"lianadAM3","AM",FALSE,"h",65,185,250,-6.76017408018104,-0.258571447917913,4.37792788070479,-1.09003356795684
"lianadAM4","AM",FALSE,"h",78,180,258,-4.2798020310149,1.30982284974676,4.37152933995216,-0.802974344986488
"lianadAM5","AM",FALSE,"h",64,171,235,-9.24825179507763,-2.8075538330497,3.0219555991313,-2.16128137565659
"lianadCP1","CP",FALSE,"h",62,172,234,-11.7634080869067,6.88744394813642,2.55133831627668,-1.93014228657792
"lianadCP2","CP",FALSE,"h",67,192,259,-9.19144509350908,7.11007232210353,4.9798064062527,1.14754478335473
"lianadCP3","CP",FALSE,"h",67,186,253,-10.2698337049168,5.9151391783434,1.0786414293188,-4.23840945138347
"lianadCP4","CP",FALSE,"h",69,186,255,-7.00409443802591,5.65605070681391,2.77646345775268,-3.11097594880968
"lianadCP5","CP",FALSE,"h",68,182,250,-4.97157929723498,5.54637928706005,2.45664048272279,-1.22960806037928
"lianadMC1","MC",TRUE,"h",48,186,234,6.49138358373128,8.43130330806236,3.63328520243019,0.688218504380141
"lianadMC2","MC",TRUE,"h",53,186,239,-3.26084341313218,5.87234925398417,5.13068402220517,4.51615257461803
"lianadMC3","MC",TRUE,"h",54,163,217,7.99679187787621,5.67004375326725,2.37771958791805,2.65872779121562
"lianadMC4","MC",TRUE,"h",53,156,209,-2.46076922357588,2.50511747993099,2.03749726138081,2.58343406900201
"lianadMC5","MC",TRUE,"h",64,183,247,1.55418475695117,6.65432588324782,4.90013638023519,1.96461568590082
"lianadMM1","MM",FALSE,"h",66,184,250,15.0094294075303,12.7863567112306,5.29981464632344,3.1554231093546
"lianadMM2","MM",FALSE,"h",62,162,224,14.4736115096434,9.48489754299553,3.60909647078525,2.02769111911765
"lianadMM3","MM",FALSE,"h",72,195,267,19.0944486562526,8.85854369724949,6.64457952145517,2.73467523789768
"lianadMM4","MM",FALSE,"h",77,205,282,24.7977570067222,12.0669088631655,8.72394015069902,2.82939085698811
"lianadMM5","MM",FALSE,"h",69,185,254,18.0915807040578,9.43532302340622,4.1242920653699,5.01509179672066
"lianadMS1","MS",TRUE,"h",66,200,266,15.6789246336526,7.90391621665926,3.38467497648256,-1.49606101922605
"lianadMS2","MS",TRUE,"h",54,190,244,6.31637083252204,2.30231077180531,2.28295143035758,-0.146381937750719
"lianadMS3","MS",TRUE,"h",64,200,264,8.47861938297175,9.2328886259297,5.82191277409643,2.62285503640692
"lianadMS4","MS",TRUE,"h",69,185,254,18.3035851483853,6.27683376083355,4.34028899706575,1.73326274130526
"lianadMS5","MS",TRUE,"h",62,183,245,2.92452044355296,21.076752390122,2.61227072745595,-2.89560087448446
"lianaMC1","MC",TRUE,"h",47,177,224,-2.35491106152884,10.0955109622637,2.11788824968273,1.95896205028056
"lianaMC2","MC",TRUE,"h",69,200,269,5.79601833980309,13.5000440354852,4.5264945941407,0.186454063195578
"lianaMC3","MC",TRUE,"h",58,255,313,1.07901827857802,11.3559233856341,7.07212774304731,-3.64277506774928
"lianaMC4","MC",TRUE,"h",46,135,181,-3.37512787529381,3.24945108793739,-0.753208887900772,1.41299311490339
"lianaMC5","MC",TRUE,"h",71,180,251,-2.79272397318354,2.63644863961295,3.46225488826631,1.16804179504083
"lianaMM1","MM",FALSE,"h",67,220,287,4.28807903809464,5.45586713904818,5.7649946197489,3.16237206348537
"lianaMM2","MM",FALSE,"h",64,168,232,16.3847358549168,10.5284801049097,5.5588797129689,2.19821509657581
"lianaMM3","MM",FALSE,"h",83,201,284,30.2148376820687,12.5957777443777,6.83239866348749,1.0251046394779
"lianaMM4","MM",FALSE,"h",73,195,268,15.8339599467172,11.2922914726759,7.7753095081432,2.94238990926433
"lianaMM5","MM",FALSE,"h",73,204,277,16.4794206757222,13.8813578074611,7.6008811373392,1.58082611049109
"lianaMS1","MS",TRUE,"h",70,220,290,11.1610984480437,18.7666920716421,5.34736474942795,1.92025944299664
"lianaMS2","MS",TRUE,"h",69,197,266,11.5562633246885,11.3210740570543,3.75884834365202,-0.89291094246002
"lianaMS3","MS",TRUE,"h",67,194,261,8.55735804205715,8.00280735954806,3.89144373763677,-1.65576913378442
"lianaMS4","MS",TRUE,"h",65,178,243,10.3325298515743,11.2160532183523,3.20241716992041,-0.348322934753592
"lianaMS5","MS",TRUE,"h",73,194,267,12.4903219728696,10.4254158627957,4.40109628205478,1.24956970416725
"aCC11","CC",FALSE,"h",85,194,279,-9.29113647844264,5.58582382659905,2.45589230439693,-0.148139956488883
"aCC14","CC",FALSE,"h",81,204,285,-17.2357837536353,3.6301606331947,1.02730864615477,0.598715509436586
"aCC16","CC",FALSE,"h",83,171,254,-18.7361186011642,3.25172403153805,-1.82643595986386,1.13294628715591
"aCC26","CC",FALSE,"h",73,216,289,-14.8088258896448,4.42512615916798,3.39003426554774,-0.720960940511239
"aCC29","CC",FALSE,"h",74,193,267,-12.7920343823245,4.7409070058561,4.16026695041471,-4.2173744987008
"aCC33","CC",FALSE,"h",84,190,274,-18.6574143054834,5.57725541131849,1.83404911694784,-1.51126775437368
"aCC36","CC",FALSE,"h",77,200,277,-17.7727868188727,2.77844483886031,2.76762078338677,-1.81318301706401
"aCC46","CC",FALSE,"h",84,232,316,-18.7895238245264,0.667690117229654,4.29863097280287,-2.92680246222549
"aCC49","CC",FALSE,"h",76,186,262,-18.8695986018289,-0.728844156472042,1.14279054527088,-0.125396582014239
"aCC53","CC",FALSE,"h",82,165,247,-19.4213796053815,0.934638043945902,1.66889702173515,-0.98034200700406
"aCC56","CC",FALSE,"h",65,188,253,-21.8626161163926,2.91965483473127,1.63562376708516,-1.12415556182872
"aCC66","CC",FALSE,"h",66,251,317,-11.5580715554345,5.29198056813849,3.48099550843503,-5.59565115052649
"aCC69","CC",FALSE,"h",78,237,315,-14.096154016695,-1.86403027965846,2.7177382653608,-2.04967202006538
"aCC73","CC",FALSE,"h",80,230,310,-19.832730149055,5.70850911744263,1.96020843584207,-3.22544691519224
"aCC76","CC",FALSE,"h",77,176,253,-19.7232126366086,0.284281681970364,1.68025392933924,-2.26193353992571
"aCC8","CC",FALSE,"h",78,224,302,-12.0321648404027,3.41202683882899,3.21665499612906,-2.59599351803728
"aCC86","CC",FALSE,"h",79,205,284,-20.6550710824992,-0.881666990452741,0.510500673829541,-2.71523887022513
"aCC90","CC",FALSE,"h",74,221,295,-21.1139624496177,2.1859986264635,5.67873348414641,-3.91869168175977
"aCC94","CC",FALSE,"h",82,202,284,-23.6940952477502,-0.687993171724879,3.90715250916518,-1.08755766105574
"aCC97","CC",FALSE,"h",70,174,244,-16.1554454783229,-0.794365810266819,-0.303289552452174,-2.74512424354292
"aCT11","CT",TRUE,"h",73,182,255,-11.4723347757952,2.82602546572801,3.2402092044487,4.91004671982195
"aCT14","CT",TRUE,"h",95,148,243,-1.19758720408331,-1.22491345594614,1.82223670979366,0.157711812960408
"aCT17","CT",TRUE,"h",103,153,256,-6.67517392849966,0.72502249997338,2.88024605936277,2.49303888672102
"aCT27","CT",TRUE,"h",81,147,228,-10.4215359964453,2.0706200320423,-0.840433814747877,-0.399716227859648
"aCT30","CT",TRUE,"h",103,163,266,-6.93154217593251,1.39159846393039,1.5365659722447,-2.63883681594719
"aCT34","CT",TRUE,"h",112,161,273,-6.27542341522437,3.56514936043866,1.13589787233208,-0.762052271562388
"aCT37","CT",TRUE,"h",105,171,276,6.59598137867253,4.36280116300817,-0.192766072657122,-3.16620674154262
"aCT47","CT",TRUE,"h",85,138,223,-10.6966833970553,3.01851551842416,-1.23998481485544,-0.177104341927201
"aCT50","CT",TRUE,"h",69,103,172,-9.94458015686969,7.27094783720019,-8.62238274126976,8.83758980771431
"aCT54","CT",TRUE,"h",71,83,154,-10.6383391938821,0.690556361239125,-6.57325169486827,4.11878483895839
"aCT57","CT",TRUE,"h",92,188,280,-6.23389068392361,1.04796930296424,1.23927633304588,0.297044295927264
"aCT67","CT",TRUE,"h",95,145,240,-14.5299313886971,2.00147271744673,2.38599474111975,3.35765888338246
"aCT70","CT",TRUE,"h",74,218,292,-6.1499955154878,9.79052853336207,3.33959231334862,-2.46780323792683
"aCT74","CT",TRUE,"h",95,131,226,-9.73167843487943,2.87317845312372,-0.941974783807569,0.239617963643548
"aCT77","CT",TRUE,"h",46,141,187,-10.7921221626528,8.22655773139338,0.414598671443419,4.52265496520504
"aCT8","CT",TRUE,"h",80,184,264,-7.436330483896,7.16846194417843,3.18420028029541,4.10626673664324
"aCT87","CT",TRUE,"h",72,180,252,-7.09848526300284,4.32829781521569,2.51450598398162,0.145832318807219
"aCT90","CT",TRUE,"h",81,157,238,-9.15062416402017,2.88813930035728,0.0376696252703704,-0.082148873993895
